neuron,timestep
Brick-1.198,478
Brick-1.25,479
Brick-1.54,479
Brick-1.132,479
Brick-1.175,479
Brick-1.102,481
Brick-1.106,481
Brick-1.47,482
Brick-1.66,482
Brick-1.74,483
Brick-1.76,483
Brick-1.164,483
Brick-1.182,483
Brick-1.13,484
Brick-1.21,484
Brick-1.49,484
Brick-1.80,484
Brick-1.2,485
Brick-1.99,485
Brick-1.121,485
Brick-1.143,485
Brick-1.147,485
Brick-1.44,486
Brick-1.68,486
Brick-1.91,486
Brick-1.199,486
Brick-1.56,487
Brick-1.78,487
Brick-1.163,487
Brick-1.179,487
Brick-1.87,488
Brick-1.150,488
Brick-1.161,488
Brick-1.197,488
Brick-1.5,489
Brick-1.28,489
Brick-1.50,489
Brick-1.98,489
Brick-1.104,489
Brick-1.116,489
Brick-1.146,489
Brick-1.23,491
Brick-1.94,491
Brick-1.119,491
Brick-1.170,491
Brick-1.81,492
Brick-1.105,493
Brick-1.17,494
Brick-1.18,494
Brick-1.22,494
Brick-1.30,494
Brick-1.86,494
Brick-1.95,494
Brick-1.109,494
Brick-1.117,494
Brick-1.155,494
Brick-1.70,495
Brick-1.166,495
Brick-1.178,495
Brick-1.186,495
Brick-1.142,497
Brick-1.191,497
Brick-1.14,498
Brick-1.67,498
Brick-1.127,498
Brick-1.144,498
Brick-1.169,498
Brick-1.174,498
Brick-1.9,499
Brick-1.124,499
Brick-1.136,499
Brick-1.160,499
Brick-1.38,500
